itemCode,製品名:和名,製造販売元,経済課コード,リスク区分等,成分名
,牛車腎気丸料エキス〔細粒〕98,松浦薬業（株）,520B01A00335,第2類,
,呉茱萸湯エキス〔細粒〕19,松浦薬業（株）,520B03A00055,第2類,
,五物解毒湯エキス〔細粒〕20,松浦薬業（株）,520B02A00326,第2類,
,五淋散料エキス〔細粒〕80,松浦薬業（株）,520B00A10245,第2類,
,五苓散料エキス〔細粒〕16,松浦薬業（株）,520B00A00584,第2類,
,柴胡加竜骨牡蛎湯エキス〔細粒〕22,松浦薬業（株）,520B01A00376,第2類,
,柴胡桂枝乾姜湯エキス〔細粒〕24,松浦薬業（株）,520B01A00292,第2類,
,柴胡桂枝湯エキス〔細粒〕23,松浦薬業（株）,520B02A00816,第2類,
,柴胡清肝湯エキス〔細粒〕25,松浦薬業（株）,520B02A00318,第2類,
,柴胡疏肝湯エキス〔細粒〕27,松浦薬業（株）,520B02A00102,第2類,
,柴朴湯エキス〔細粒〕82,松浦薬業（株）,520B00A00934,第2類,
,三黄瀉心湯エキス〔細粒〕26,松浦薬業（株）,520B03A00470,第2類,
,酸棗仁湯エキス〔細粒〕21,松浦薬業（株）,520B01A00080,第2類,
,散痛楽楽丸,松浦薬業（株）,520R70A10025,第2類,
,紫雲膏,松浦薬業（株）,520N00A01820,第2類,
,シオノギ オンジ顆粒,松浦薬業（株）,590B00A00008,第3類,
,四川蟲草益精,松浦薬業（株）,329E00A00923,第2類,
,七物降下湯エキス〔細粒〕83,松浦薬業（株）,520B04A00184,第2類,
,四物湯エキス〔細粒〕31,松浦薬業（株）,520B00A00957,第2類,
,炙甘草湯エキス〔細粒〕37,松浦薬業（株）,520B01A01356,第2類,
,芍薬甘草湯エキス〔細粒〕34,松浦薬業（株）,520B03A00556,第2類,
,小柴胡湯エキス〔細粒〕29,松浦薬業（株）,520B01D00618,第2類,
,小青竜湯エキス〔細粒〕28,松浦薬業（株）,520B00D00932,第2類,
,消風散エキス〔細粒〕33,松浦薬業（株）,520B00A00151,第2類,
,生脈宝エキス細粒A,松浦薬業（株）,329B00A00310,第3類,
,ジメイ丸,松浦薬業（株）,590R71A00029,第2類,
,十全大補湯エキス〔細粒〕36,松浦薬業（株）,520B03A00152,第2類,
,十味敗毒湯エキス〔細粒〕32,松浦薬業（株）,520B04A00552,第2類,
,潤肺糖漿,松浦薬業（株）,590E70A00005,第2類,
,女性の巡り,松浦薬業（株）,520B01A00382,第2類,
,地竜エキス散M,松浦薬業（株）,590B00A00268,第2類,
,地竜エキス錠,松浦薬業（株）,590C00A01029,第2類,
,参蘇飲エキス〔細粒〕97,松浦薬業（株）,520B02A00427,第2類,
,腎陽温補散〔散剤〕68,松浦薬業（株）,520B04A00345,第2類,
,参苓白朮散〔散剤〕35,松浦薬業（株）,520B03A00553,第2類,
,星火牛黄清心丸,松浦薬業（株）,329R00A00189,第2類,
,清上防風湯エキス〔細粒〕85,松浦薬業（株）,520B02A00203,第2類,
,清目地黄丸,松浦薬業（株）,520R70A10027,第2類,
,折衝飲エキス〔細粒〕73,松浦薬業（株）,520B00A00289,第2類,
,続命湯エキス〔細粒〕39,松浦薬業（株）,520B00A10193,第2類,
,大黄牡丹皮湯エキス〔細粒〕41,松浦薬業（株）,520B00A10242,第2類,
,大柴胡湯エキス〔細粒〕40,松浦薬業（株）,520B01A01458,第2類,
,竹茹温胆湯エキス顆粒87,松浦薬業（株）,520B03A00440,第2類,
,中薬杞菊地黄丸,松浦薬業（株）,520R70A10026,第2類,
,調胃承気湯エキス〔細粒〕86,松浦薬業（株）,520B01A00290,第2類,
,釣藤散エキス〔細粒〕43,松浦薬業（株）,520B00A00904,第2類,
,猪苓湯エキス〔細粒〕42,松浦薬業（株）,520B00A00933,第2類,
,通喉潤液,松浦薬業（株）,590E00A00127,第2類,
,痛絡丸,松浦薬業（株）,520R70A10023,第2類,
,ツラレスSPゼリー,松浦薬業（株）,520Z00A00198,第2類,
,テキテキ,松浦薬業（株）,265M00A00414,第2類,
,桃核承気湯エキス〔細粒〕47,松浦薬業（株）,520B00A00173,第2類,
,当帰飲子エキス〔細粒〕46,松浦薬業（株）,520B01A00383,第2類,
,当帰四逆加呉茱萸生姜湯エキス〔細粒〕,松浦薬業（株）,520B02A00054,第2類,
,48,,,,
,当帰芍薬散料エキス〔細粒〕44,松浦薬業（株）,520B02A00553,第2類,
,ドキンピ水虫液,松浦薬業（株）,265M00A00001,第2類,
,ニンジンエキス,松浦薬業（株）,329F00A05323,第3類,
,人参牛黄散カプセル,松浦薬業（株）,329B00D04840,第3類,
,人参湯エキス〔細粒〕49,松浦薬業（株）,520B03A00469,第2類,
,ネオチクジロン,松浦薬業（株）,590C00A02923,第2類,
,排膿散及湯エキス〔細粒〕52,松浦薬業（株）,520B00A00476,第2類,
,半夏厚朴湯エキス〔細粒〕51,松浦薬業（株）,520B00A00387,第2類,
,半夏瀉心湯エキス〔細粒〕53,松浦薬業（株）,520B00A01459,第2類,
,半夏白朮天麻湯エキス〔細粒〕88,松浦薬業（株）,520B00A10244,第2類,
,麦門冬湯エキス〔細粒〕54,松浦薬業（株）,520B00D10274,第2類,
,ビエンダブル,松浦薬業（株）,132B00A10007,第2類,
,白虎加人参湯エキス〔細粒〕89,松浦薬業（株）,520B00A10206,第2類,
,ピュアドリップ葛根湯,松浦薬業（株）,520F00A00681,第2類,
,婦人の巡り,松浦薬業（株）,520B01A00103,第2類,
,プリザ漢方内服薬,松浦薬業（株）,520B00D00575,第2類,
,ベルクミン,松浦薬業（株）,590N00A05650,第3類,
,補中益気湯エキス〔細粒〕58,松浦薬業（株）,520B01A00150,第2類,
,防已黄耆湯エキス〔細粒〕56,松浦薬業（株）,520B02A00602,第2類,
,防風通聖散エキス〔細粒〕57,松浦薬業（株）,520B02A00182,第2類,
,麻黄湯エキス〔細粒〕59,松浦薬業（株）,520B00A10090,第2類,
,麻杏甘石湯エキス〔細粒〕60,松浦薬業（株）,520B00D00619,第2類,
,麻杏よく甘湯エキス〔細粒〕61,松浦薬業（株）,520B00D00724,第2類,
,麻子仁丸〔細粒〕90,松浦薬業（株）,520B01A00673,第2類,
,マツウラ牛黄清心丸,松浦薬業（株）,329R00A10258,第2類,
,松浦の芍薬甘草湯ゼリー,松浦薬業（株）,520Z00A00492,第2類,
,松浦の抑肝散ゼリー,松浦薬業（株）,520Z00A00613,第2類,
,薬師八味地黄末,松浦薬業（株）,520B00A00388,第2類,
,養陰清肺シロップ,松浦薬業（株）,590E70A00001,第2類,
,ヨクイニン錠,松浦薬業（株）,590C00A00809,第3類,
,よく苡仁湯エキス〔細粒〕91,松浦薬業（株）,520B00D00817,第2類,
,抑肝散加陳皮半夏エキス〔細粒〕92,松浦薬業（株）,520B00A10091,第2類,
,六君子湯エキス〔細粒〕65,松浦薬業（株）,520B00A00674,第2類,
,竜胆瀉肝湯エキス〔細粒〕93,松浦薬業（株）,520B01A00183,第2類,
,苓甘姜味辛夏仁湯エキス〔細粒〕62,松浦薬業（株）,590B01A00322,第2類,
,苓桂朮甘湯エキス〔細粒〕63,松浦薬業（株）,520B00A00768,第2類,
,鹿茸カプセル,松浦薬業（株）,329D00A00690,第3類,
,六味丸〔細粒〕74,松浦薬業（株）,520B01A00346,第2類,
,ヒフカA,松田医薬品（株）,264M00D02454,第2類,
,アイロミン液,松田薬品工業（株）,224E02A10002,指定第2類,
,アイロミンシロップ,松田薬品工業（株）,224E00A04908,指定第2類,
,アイロミン錠,松田薬品工業（株）,224C02A00004,指定第2類,
,エフクリーム20,松田薬品工業（株）,266N00A00416,第3類,
,エフチール液S,松田薬品工業（株）,265M00D02034,第2類,
,エフチール軟膏A,松田薬品工業（株）,265N00D00042,第2類,
,シカポン,松田薬品工業（株）,263N00A13727,第2類,
,歯痛頓用リスト,松田薬品工業（株）,114B01D00001,指定第2類,
,小児用ヒラミン鼻炎シロップ,松田薬品工業（株）,441E00A10002,指定第2類,
,新浜井回春堂胃腸内服液,松田薬品工業（株）,233E02A10001,第2類,
,新ヒラミン液小児用,松田薬品工業（株）,118E00A01458,指定第2類,
,ストルピンMカプセル,松田薬品工業（株）,115D00A00622,要指導医薬品,
,ストルピン液,松田薬品工業（株）,329E00D03946,第2類,
,スプリントセブン,松田薬品工業（株）,329E00D00376,第2類,
,正露丸,松田薬品工業（株）,231R00D01701,第2類,
,ネオロン,松田薬品工業（株）,239C00D01349,第2類,
,ネオロン液,松田薬品工業（株）,233E00D00524,第2類,
,浜井回春堂感冒薬小児用,松田薬品工業（株）,118E13A00001,第2類,
,皮膚薬エイフ,松田薬品工業（株）,265N00A05440,第2類,
,ヒラミン,松田薬品工業（株）,114B00D00001,指定第2類,
,ヒラミンK,松田薬品工業（株）,118B00D04643,指定第2類,
,ヒラミンKⅡ,松田薬品工業（株）,118B01A10010,指定第2類,
,ヒラミンアルファ,松田薬品工業（株）,329E00A00561,第3類,
,ヒラミン液A小児用,松田薬品工業（株）,118E01D00001,指定第2類,
,ヒラミン液K小児用,松田薬品工業（株）,118E00D00113,指定第2類,
,ヒラミンカプセル,松田薬品工業（株）,118D03D00003,指定第2類,
,満天飛龍,松田薬品工業（株）,329D00D00405,第2類,
,満天飛龍改,松田薬品工業（株）,329D00A00112,第2類,
,リラE300,松田薬品工業（株）,315D01D00006,第3類,
,レイヨーV,松田薬品工業（株）,312E02D00001,第3類,
,レイヨーエース小児用,松田薬品工業（株）,118E06A00002,第2類,
,レイヨー液小児用,松田薬品工業（株）,118E09A00002,第2類,
,ローヤルスプリント,松田薬品工業（株）,329E00A05041,第2類,
,ローヤルビーホニ,松田薬品工業（株）,329E00D04385,第2類,
,雲仙散,摩耶堂製薬（株）,114B00A00565,指定第2類,
,雲仙錠,摩耶堂製薬（株）,114C00A01099,指定第2類,
,快気散（カイキサン）,摩耶堂製薬（株）,224B00A04338,指定第2類,
,金蛇精（糖衣錠）,摩耶堂製薬（株）,397C00A05550,第1類,
,コマチ散,摩耶堂製薬（株）,399B00A04337,指定第2類,
,秦皇元（カプセル）,摩耶堂製薬（株）,329D00A00971,第2類,
,十方便秘薬,摩耶堂製薬（株）,235C03A00004,指定第2類,
,腎仙散（ジンセンサン）,摩耶堂製薬（株）,213B00A04657,第2類,
,清気散,摩耶堂製薬（株）,132B00A04654,指定第2類,
,清風散,摩耶堂製薬（株）,118B00A04658,指定第2類,
,糖解散（トウカイサン）,摩耶堂製薬（株）,396B00A01799,第2類,
,糖解錠,摩耶堂製薬（株）,396C00A01100,第2類,
,トリーティアE300,摩耶堂製薬（株）,315D00A00024,第3類,
,ネオ雲仙湯,摩耶堂製薬（株）,114G00A01095,指定第2類,
,ネオ快気湯,摩耶堂製薬（株）,224G00A00424,指定第2類,
,ネオ小町錠,摩耶堂製薬（株）,590C00A05548,第2類,
,ネオ腎仙湯,摩耶堂製薬（株）,213G00A00811,第2類,
,ネオ糖解湯,摩耶堂製薬（株）,396G00A00810,第2類,
,婦参散（フジンサン）,摩耶堂製薬（株）,399B00A02942,第2類,
,摩耶肝臓湯,摩耶堂製薬（株）,391G00A12466,第2類,
,マヤ五黄錠,摩耶堂製薬（株）,235C00A00774,指定第2類,
,摩耶字散（マヤジサン）,摩耶堂製薬（株）,255B00A00564,第2類,
,摩耶清肝散,摩耶堂製薬（株）,391B00A05447,第2類,
,摩耶人参錠,摩耶堂製薬（株）,329C00A05551,第3類,
,摩耶養命散,摩耶堂製薬（株）,219B00A05446,指定第2類,
,マヤ養命錠,摩耶堂製薬（株）,219C00A04655,指定第2類,
,ウエルセプト,丸石製薬（株）,261M00A00117,第3類,
,ウエルセプト高頻度接触面消毒用,丸石製薬（株）,732Z00A00416,第2類,
,ウエルピュア,丸石製薬（株）,261M05A00857,第3類,
,ウエルフォーム,丸石製薬（株）,261M00A00223,第2類,
,プロペト　ピュアベール,丸石製薬（株）,712N08A00000,第3類,
,ホーム・ウエルパス,丸石製薬（株）,261M00A01109,第3類,
,ミルクポン,丸石製薬（株）,261M00A00359,第2類,
,強力常盤白紅,丸一製薬（株）,264M00A03159,第3類,
,丸一本常盤白紅,丸一製薬（株）,264M01A03159,第3類,
,アルウエッティBox　エタノール80％,丸三産業（株）,261Z00A00270,第3類,
,コールメン　エタ　ダブル(販売名:コールメン　エタ),丸三産業（株）,261Z00A00118,第3類,
,サニコットME,丸三産業（株）,261Z00A00440,第3類,
,サニコットMEI,丸三産業（株）,261Z00A00809,第3類,
,メディアルコットME-S，アルフレッサ アルコール綿ボックス(販売名:メディアルコットME-S),丸三産業（株）,261Z01A00611,第3類,
,エピシロンかぜGO,丸太中嶋製薬（株）,118D00D10009,指定第2類,
,カゼキリA,丸太中嶋製薬（株）,118C00D10014,指定第2類,
,カゼキリGO,丸太中嶋製薬（株）,118D01D10016,指定第2類,
,カゼキリカプセル,丸太中嶋製薬（株）,118D03B10024,指定第2類,
,カゼキリ糖衣錠,丸太中嶋製薬（株）,118C01D10018,指定第2類,
,風天狗,丸太中嶋製薬（株）,118B01D00034,指定第2類,
,風薬天狗散,丸太中嶋製薬（株）,118B00D00075,指定第2類,
,キクテングカゼグスリ,丸太中嶋製薬（株）,118B00D00074,指定第2類,
,キクヒラル,丸太中嶋製薬（株）,114C00D00053,指定第2類,
,キクマルキン,丸太中嶋製薬（株）,114B00D00071,指定第2類,
,虔修六神丸,丸太中嶋製薬（株）,211R00D02190,第2類,
,三宝心「マルタ」,丸太中嶋製薬（株）,211R00D02191,第2類,
,神光丸,丸太中嶋製薬（株）,231R00D00795,第2類,
,頭痛歯痛トンプク,丸太中嶋製薬（株）,114B00D00072,指定第2類,
,セキポニン,丸太中嶋製薬（株）,224B00D10002,指定第2類,
,天狗胃腸薬,丸太中嶋製薬（株）,231B00D01010,第2類,
,パロマック,丸太中嶋製薬（株）,237B00D01077,第2類,
,丸太胃散,丸太中嶋製薬（株）,237B00D01009,第3類,
,丸太せきどめ顆粒,丸太中嶋製薬（株）,224B00D10001,指定第2類,
,アスファリン・D,萬金薬品工業（株）,397E00A10326,第2類,
,アスリキ内服液,萬金薬品工業（株）,397E00D00216,第3類,
,一風飲せきどめ液「コタロー」,萬金薬品工業（株）,224E01A00014,指定第2類,
,エースM30,萬金薬品工業（株）,317E00A00299,第3類,
,エブリゴールド,萬金薬品工業（株）,317E01A00549,第3類,
,オキソピタンV,萬金薬品工業（株）,397E00D00958,第3類,
,カイゲンかぜ内服液,萬金薬品工業（株）,520E00A00136,第2類,
,カイゲンコール,萬金薬品工業（株）,397E01A00305,第2類,
,カッコリン,萬金薬品工業（株）,520E00A00133,第2類,
,漢玉精S,萬金薬品工業（株）,397E00D00218,第3類,
,漢玉精ゴールド,萬金薬品工業（株）,317E00D00650,第2類,
,漢玉精ゴールド内服液,萬金薬品工業（株）,317E01A00378,第2類,
,救活ゴールドA,萬金薬品工業（株）,397E00D00222,第3類,
,キング3000,萬金薬品工業（株）,397E00A00037,第2類,
,キングホルンZ,萬金薬品工業（株）,317E00A00204,第2類,
,錦寿精S,萬金薬品工業（株）,397E00D00219,第3類,
,金龍ビタンD,萬金薬品工業（株）,317E00A00220,第2類,
,ケネビタンS,萬金薬品工業（株）,397E00A00563,第3類,
,弘真胃腸内服液,萬金薬品工業（株）,233E00D00991,第3類,
,蒜玉精内服液,萬金薬品工業（株）,397E01D00891,第3類,
,春甦精内服液,萬金薬品工業（株）,397E00A00065,第2類,
,新オフト胃腸内服液,萬金薬品工業（株）,233E00A10027,第3類,
,若香源D,萬金薬品工業（株）,397E00D01336,第3類,
,十王精S,萬金薬品工業（株）,317E00A00317,第2類,
,寿香源エース,萬金薬品工業（株）,397E00D00220,第3類,
,スカットミン3000,萬金薬品工業（株）,397E00A00545,第2類,
,セイネンゴールド-D,萬金薬品工業（株）,397E00D00660,第2類,
,施君力内服液,萬金薬品工業（株）,317E03A00681,第2類,
,蘇精源D,萬金薬品工業（株）,397E00D01203,第2類,
,タフドリン3000,萬金薬品工業（株）,397E00A00544,第2類,
,チオカンビタD,萬金薬品工業（株）,397E00D00967,第3類,
,帝祥源V,萬金薬品工業（株）,397E00D01355,第2類,
,内服液葛根湯S,萬金薬品工業（株）,520E00A00139,第2類,
,内服液救寿,萬金薬品工業（株）,317E00D00983,第2類,
,ネチルせきどめ液,萬金薬品工業（株）,224E00A00029,指定第2類,
,ハイカイゲン内服液,萬金薬品工業（株）,317E00A00816,第2類,
,パナキングSS,萬金薬品工業（株）,317E00A04366,第2類,
,パロダンK,萬金薬品工業（株）,317E00A00300,第2類,
,パワーゲンD,萬金薬品工業（株）,397E00D01205,第2類,
,ヒヤこどもかぜシロップS,萬金薬品工業（株）,118E02A10007,指定第2類,
,ヒヤこどもせきシロップN,萬金薬品工業（株）,224E05A10015,指定第2類,
,ヒヤこどもせきシロップS,萬金薬品工業（株）,224E01A10006,指定第2類,
,フェミールBBドリンク,萬金薬品工業（株）,317E00A10003,第3類,
,ミネビットスーパー,萬金薬品工業（株）,317E00A00296,第2類,
,ミネビットスーパーA,萬金薬品工業（株）,317E01A00029,第2類,
,妙寿源ローヤル,萬金薬品工業（株）,317E00A04368,第2類,
,リコナリン内服液,萬金薬品工業（株）,397E00D00021,第2類,
,リポスカット,萬金薬品工業（株）,397E00D00215,第3類,
,隆持源ゴールド,萬金薬品工業（株）,312E00D00535,第2類,
,龍飛精ゴールド,萬金薬品工業（株）,317E00A00469,第2類,
,凛凛王S,萬金薬品工業（株）,317E00A00152,第2類,
,凛凛精A内服液,萬金薬品工業（株）,317E01A00026,第2類,
,嶺玉精A,萬金薬品工業（株）,397E00D01985,第3類,
,レオード胃腸内服液,萬金薬品工業（株）,233E00D00177,第3類,
,レビローヤル,萬金薬品工業（株）,397E02A00304,第2類,
,ローヤルサモビタン,萬金薬品工業（株）,397E00D00217,第3類,
,ローヤルビタグンA内服液,萬金薬品工業（株）,397E00D00969,第3類,
,ローヤルミネビット,萬金薬品工業（株）,397E00D00937,第3類,
,アイレンチック,三笠製薬（株）,264Z00A01125,第3類,
,ゼノールエクサムFX,三笠製薬（株）,264Z00A00424,第2類,
,ゼノールエクサムSX,三笠製薬（株）,264Z00A00032,第2類,
,ゼノールエクサム液ゲル,三笠製薬（株）,264M00A00331,第2類,
,ゼノールしっぷぴたっと,三笠製薬（株）,264P00A00530,第3類,
,ゼノールジクロダイレクトハードゲル,三笠製薬（株）,264Z00A00081,第2類,
,ゼノールチックE,三笠製薬（株）,264Z00A01124,第3類,
,アムティパップ,（株）ミクロ薬品,264P00A00310,第2類,
,シンパスフェルビナク,（株）ミクロ薬品,264P02A00262,第2類,
,ホットボルテス,（株）ミクロ薬品,264P00A00804,第3類,
,ボルテスID,（株）ミクロ薬品,264P00A00447,第2類,
,ボルテスID温感,（株）ミクロ薬品,264P03A00365,第2類,
,メタシンパスEX温感,（株）ミクロ薬品,264P01A00323,第2類,
,トルビタ錠,水橋保寿堂製薬（株）,314C00A10014,第3類,
,トルビタ分包,水橋保寿堂製薬（株）,314B00A10013,第3類,
,赤玉胃腸丸,三星製薬（株）,239R00D00211,第2類,
,一天丸,三星製薬（株）,239R00D00113,第2類,
,オオゲン,三星製薬（株）,317D00D01086,第3類,
,金粒六神丸,三星製薬（株）,211R01D01094,第2類,
,ケゴン,三星製薬（株）,211R00D01096,第2類,
,牛蟾参,三星製薬（株）,211D01D01334,第2類,
,神天丸A,三星製薬（株）,233R00D01520,第2類,
,精王将急効心,三星製薬（株）,211R00D02269,第2類,
,大粒虔修六神丸,三星製薬（株）,211R00D00483,第2類,
,大粒六神丸,三星製薬（株）,211R01D00745,第2類,
,陀羅尼助丸,三星製薬（株）,233R00D00112,第3類,
,天命毒下し御薬,三星製薬（株）,235R00D00271,指定第2類,
,ドラゴン紅参カプセル,三星製薬（株）,329D00D00890,第3類,
,ドラゴンゴオウカプセル,三星製薬（株）,211D00D01750,第3類,
,八味地黄丸,三星製薬（株）,520R00D01989,第2類,
,便秘薬ジーワン,三星製薬（株）,235R00D00253,指定第2類,
,三星実母散,三星製薬（株）,112G00D00204,第2類,
,三星実母散顆粒,三星製薬（株）,112B00D00709,第2類,
,六神丸,三星製薬（株）,211R01D01093,第2類,
,スイマグ,（株）三保製薬研究所,235E00A03802,第3類,
,スイマグ・エース,（株）三保製薬研究所,235E00A00257,第3類,
,マリンマグ,（株）三保製薬研究所,235B01A00024,第3類,
,マリンマグ・エース,（株）三保製薬研究所,235B02A10001,第3類,
,新ミヤリサンアイジ整腸薬,ミヤリサン製薬（株）,231B00A00114,第3類,
,Eデスキャップ「300」-N,美吉野製薬（株）,315D00D10063,第3類,
,赤玉胃腸丸S,美吉野製薬（株）,231R00B10021,第2類,
,アリグロナーゼG,美吉野製薬（株）,329C00A00499,第3類,
,アロビタール錠,美吉野製薬（株）,114C00B10013,指定第2類,
,エバセチンゴールド,美吉野製薬（株）,313C01A10018,第3類,
,オニチール風ぐすり,美吉野製薬（株）,118B02D00034,指定第2類,
,カゼゼンカプセル,美吉野製薬（株）,118D03D10029,指定第2類,
,カゼマートS,美吉野製薬（株）,118D03D00014,指定第2類,
,ガルレバンG,美吉野製薬（株）,329C00A00634,第3類,
,ガルレバンエース,美吉野製薬（株）,329C00D00780,第3類,
,貴寿黄,美吉野製薬（株）,211D01D01286,第2類,
,貴臓心,美吉野製薬（株）,211R00D00153,第2類,
,グロノーゼ内服液,美吉野製薬（株）,397E00D00407,第2類,
,ケンリキエクセル,美吉野製薬（株）,329C00A00635,第3類,
,コン・コール,美吉野製薬（株）,118D05D00008,指定第2類,
,ゴーリキ内服液S,美吉野製薬（株）,329E00D00701,第3類,
,新ゴール錠,美吉野製薬（株）,118C00D10017,指定第2類,
,新スコGカプセル,美吉野製薬（株）,118D04D00007,指定第2類,
,新正効散A,美吉野製薬（株）,114B03D00009,指定第2類,
,麝牛蟾,美吉野製薬（株）,211D00D00624,第2類,
,スカッシュロン通じ薬,美吉野製薬（株）,235C00D10010,指定第2類,
,セキポンS,美吉野製薬（株）,224B01D00005,指定第2類,
,ダンクロンA,美吉野製薬（株）,329E00D00702,第3類,
,ナイヤガラピリン散A,美吉野製薬（株）,114B01D00022,指定第2類,
,ノーサン「エーワン」,美吉野製薬（株）,114B01D00137,指定第2類,
,ハイツージンA,美吉野製薬（株）,235C00D10007,指定第2類,
,パスナール,美吉野製薬（株）,312E00A00023,第3類,
,百寿黄蟾,美吉野製薬（株）,211D01D00623,第2類,
,百寿牛黄蟾,美吉野製薬（株）,211D00D00110,第2類,
,百寿六神丸,美吉野製薬（株）,211R00B00253,第2類,
,ビイレバー錠,美吉野製薬（株）,329C00A00313,第3類,
,ビタトレール　レバオール,美吉野製薬（株）,329C00A00013,第3類,
,ビタノーゼゴールド,美吉野製薬（株）,317D00D10018,第3類,
,ベスグロミンV,美吉野製薬（株）,312E01D00019,第3類,
,メディプロHWかぜ薬,美吉野製薬（株）,118D00D10004,指定第2類,
,リューピンエクセル,美吉野製薬（株）,329C00A00781,第3類,
,リューピン内服液,美吉野製薬（株）,397E01D00378,第2類,
,ローヤルヒノデタカDX,美吉野製薬（株）,329E00D00060,第3類,
,アイデアル浣腸N30,ムネ製薬（株）,235M03A10004,第2類,
,アイデアル浣腸N40,ムネ製薬（株）,235M02A10003,第2類,
,グリセリン浣腸A10,ムネ製薬（株）,235M00A00008,第2類,
,グリセリン浣腸A20,ムネ製薬（株）,235M00A00007,第2類,
,グリセリン浣腸A30,ムネ製薬（株）,235M00A00006,第2類,
,グリセリン浣腸A40,ムネ製薬（株）,235M00A10005,第2類,
,コトブキ浣腸10,ムネ製薬（株）,235M00A02227,第2類,
,コトブキ浣腸20,ムネ製薬（株）,235M00A02228,第2類,
,コトブキ浣腸30,ムネ製薬（株）,235M00A02229,第2類,
,コトブキ浣腸40,ムネ製薬（株）,235M00A00001,第2類,
,コトブキ浣腸L40,ムネ製薬（株）,235M01A00007,第2類,
,コトブキ浣腸ひとおし,ムネ製薬（株）,235M01A10015,第2類,
,コトブキ浣腸ひとおし40,ムネ製薬（株）,235M04A10004,第2類,
,コリイス浣腸30,ムネ製薬（株）,235M00A10008,第2類,
,スースカット浣腸10,ムネ製薬（株）,235M01A10003,第2類,
,スースカット浣腸30,ムネ製薬（株）,235M01A10005,第2類,
,スースカット浣腸40,ムネ製薬（株）,235M00A10006,第2類,
,パレット浣腸10,ムネ製薬（株）,235M01A10008,第2類,
,パレット浣腸20,ムネ製薬（株）,235M01A10007,第2類,
,パレット浣腸30,ムネ製薬（株）,235M02A10009,第2類,
,パレット浣腸40,ムネ製薬（株）,235M03A10010,第2類,
,ビワ湖浣腸ジャバラ,ムネ製薬（株）,235M02A10004,第2類,
,ミカサ浣腸A-33,ムネ製薬（株）,235M02A10001,第2類,
,ミカサ浣腸N40,ムネ製薬（株）,235M01A10002,第2類,
,ユニオン浣腸10,ムネ製薬（株）,235M00A00105,第2類,
,ユニオン浣腸20,ムネ製薬（株）,235M00A00106,第2類,
,ユニオン浣腸30,ムネ製薬（株）,235M01A00107,第2類,
,ユニオン浣腸40,ムネ製薬（株）,235M01A00008,第2類,
drug-pony:10585724,イソジンウォッシュ,ムンディファーマ（株）,261M00A01502,第3類,
drug-pony:10585719,イソジンうがい薬,ムンディファーマ（株）,226M00A01816,第3類,
,イソジンうがい薬C,ムンディファーマ（株）,226M00A00295,第3類,
,イソジンうがい薬P,ムンディファーマ（株）,226M00A00439,第3類,
drug-pony:10585730,イソジンきず薬,ムンディファーマ（株）,261M00A00149,第3類,
drug-pony:10585727,イソジン軟膏,ムンディファーマ（株）,261N00A01003,第3類,
drug-pony:10760286,イソジンのどフレッシュ,ムンディファーマ（株）,279Z00A00126,第3類,
,コルゾンパーゲンN「コジマ」,名旭製薬（株）,264N00A01292,第3類,
,コルゾンパーゲン「コジマ」,名旭製薬（株）,264N01A01004,指定第2類,
,パーカーフェン「コジマ」,名旭製薬（株）,264N00A01003,指定第2類,
,明治うがい薬,Meiji Seika ファルマ（株）,226M00A00609,第3類,
,明治うがい薬C,Meiji Seika ファルマ（株）,226M01A00611,第3類,
,明治うがい薬P,Meiji Seika ファルマ（株）,226M00A00610,第3類,
drug-pony:10530817,明治きず薬,Meiji Seika ファルマ（株）,261M01A00613,第3類,
,明治きず軟膏,Meiji Seika ファルマ（株）,261N00A00014,第3類,
,明治のどフレッシュ,Meiji Seika ファルマ（株）,279M00A00614,第3類,
,明治ハンドウォッシュ,Meiji Seika ファルマ（株）,261M00A00612,第3類,
,Vワンライフ,明治製薬（株）,312D00D10028,第3類,
,VワンライフEX,明治製薬（株）,312D00B10015,第3類,
,かぜ東和S,明治製薬（株）,118D00B10040,指定第2類,
,カゼプロカプセルS,明治製薬（株）,118D00B10041,指定第2類,
,かぜムテキ,明治製薬（株）,118D00B00581,指定第2類,
,蔘凰紅参錠,明治製薬（株）,329C00D00381,第3類,
,正韓高麗紅参末,明治製薬（株）,329B01D00306,第3類,
,ネオワカサEV,明治製薬（株）,315D01D00032,第3類,
,ハイEC,明治製薬（株）,317D00D00102,第3類,
,ハイメーセ,明治製薬（株）,114B00B00194,指定第2類,
,ビタミン1，6，12「明治」,明治製薬（株）,317D00B00093,第3類,
,ペイトリオンV,明治製薬（株）,312D00A10014,第3類,
,ペイトリオンV1,明治製薬（株）,312D00A10038,第3類,
,明治かぜSS,明治製薬（株）,118D00B10013,指定第2類,
,明治牛黄蟾酥,明治製薬（株）,211D00D00787,第2類,
,メデスS,明治製薬（株）,114C00B00196,指定第2類,
,レオポンADα,明治製薬（株）,311D00B10013,指定第2類,
,ローカスタ,明治製薬（株）,218D00A00678,第3類,
,ローカスタEX,明治製薬（株）,218D00A00580,第3類,
,太田胃散チュアブルNEO,明治薬品（株）,234C06A10013,第3類,
,オゾ,明治薬品（株）,264N00A03512,第3類,
